InspectionID,VendorType,ViolationType,FineImposed,Date,Risk_level
INSP14461,Retail,Poor Hygiene,9287,2025-11-09,Medium Risk
INSP14462,Retail,No License,8955,2025-08-18,High Risk
INSP14463,Street Vendor,No License,7707,2024-04-02,High Risk
INSP14464,Retail,No License,7886,2025-10-06,High Risk
INSP14465,Retail,No License,7095,2025-08-02,High Risk
INSP14466,Street Vendor,Expired Product,8931,2025-03-01,High Risk
INSP14467,Retail,No License,3555,2025-01-09,High Risk
INSP14468,Street Vendor,Poor Hygiene,6121,2024-03-28,Medium Risk
INSP14469,Restaurant,Poor Hygiene,5453,2025-10-04,Medium Risk
INSP14470,Street Vendor,No License,631,2025-03-28,High Risk
INSP14471,Retail,No License,7713,2025-02-21,High Risk
INSP14472,Street Vendor,Expired Product,5284,2025-12-27,High Risk
INSP14473,Restaurant,No License,9624,2025-03-28,High Risk
INSP14474,Street Vendor,No License,1847,2025-11-24,High Risk
INSP14475,Street Vendor,No License,3584,2025-10-11,High Risk
INSP14476,Street Vendor,Poor Hygiene,1008,2024-04-28,Medium Risk
INSP14477,Restaurant,No License,8584,2025-01-17,High Risk
INSP14478,Retail,Expired Product,2530,2024-07-06,High Risk
INSP14479,Restaurant,No License,6349,2024-01-08,High Risk
INSP14480,Retail,No License,5618,2025-07-03,High Risk
INSP14481,Street Vendor,Poor Hygiene,8751,2024-07-15,Medium Risk
INSP14482,Street Vendor,Poor Hygiene,3172,2025-03-29,Medium Risk
INSP14483,Retail,Poor Hygiene,1046,2025-02-17,Medium Risk
INSP14484,Retail,Expired Product,6768,2024-10-29,High Risk
INSP14485,Retail,No License,8016,2024-05-02,High Risk
INSP14486,Retail,No License,5000,2025-08-21,High Risk
INSP14487,Restaurant,Poor Hygiene,3706,2025-05-24,Medium Risk
INSP14488,Restaurant,No License,704,2025-02-03,High Risk
INSP14489,Restaurant,Poor Hygiene,1430,2025-08-07,Medium Risk
INSP14490,Retail,Expired Product,714,2025-11-12,High Risk
INSP14491,Restaurant,No License,3236,2025-02-18,High Risk
INSP14492,Retail,Poor Hygiene,6126,2024-05-13,Medium Risk
INSP14493,Street Vendor,No License,1114,2024-07-22,High Risk
INSP14494,Restaurant,Poor Hygiene,836,2025-12-07,Medium Risk
INSP14495,Restaurant,No License,9353,2025-07-16,High Risk
INSP14496,Street Vendor,Poor Hygiene,745,2024-08-04,Medium Risk
INSP14497,Retail,Expired Product,9375,2025-09-18,High Risk
INSP14498,Street Vendor,Poor Hygiene,4478,2025-10-05,Medium Risk
INSP14499,Restaurant,Expired Product,1104,2024-09-23,High Risk
INSP14500,Restaurant,No License,2769,2025-11-14,High Risk
INSP14501,Retail,Poor Hygiene,4720,2025-10-16,Medium Risk
INSP14502,Restaurant,Expired Product,4799,2025-01-09,High Risk
INSP14503,Street Vendor,No License,2384,2024-05-30,High Risk
INSP14504,Retail,No License,2903,2025-10-25,High Risk
INSP14505,Retail,Expired Product,7785,2024-03-01,High Risk
INSP14506,Restaurant,Poor Hygiene,5769,2025-11-07,Medium Risk
INSP14507,Restaurant,Expired Product,9519,2024-08-30,High Risk
INSP14508,Restaurant,Expired Product,6985,2024-09-26,High Risk
INSP14509,Restaurant,Poor Hygiene,4313,2025-01-28,Medium Risk
INSP14510,Street Vendor,Poor Hygiene,3504,2025-11-21,Medium Risk
INSP14511,Restaurant,No License,5019,2024-01-14,High Risk
INSP14512,Restaurant,No License,1088,2024-04-07,High Risk
INSP14513,Retail,No License,9871,2024-09-21,High Risk
INSP14514,Retail,No License,609,2025-10-01,High Risk
INSP14515,Street Vendor,Expired Product,4943,2025-04-01,High Risk
INSP14516,Restaurant,Expired Product,3354,2025-12-28,High Risk
INSP14517,Retail,Poor Hygiene,8461,2025-02-04,Medium Risk
INSP14518,Retail,Poor Hygiene,8667,2025-09-18,Medium Risk
INSP14519,Restaurant,Poor Hygiene,2703,2024-08-17,Medium Risk
INSP14520,Restaurant,No License,5244,2024-01-02,High Risk
INSP14521,Restaurant,Poor Hygiene,5282,2024-12-04,Medium Risk
INSP14522,Street Vendor,No License,9352,2024-03-02,High Risk
INSP14523,Street Vendor,No License,6481,2024-02-13,High Risk
INSP14524,Retail,Expired Product,7973,2024-11-30,High Risk
INSP14525,Street Vendor,No License,6499,2024-03-28,High Risk
INSP14526,Retail,No License,5923,2025-07-13,High Risk
INSP14527,Retail,Expired Product,7929,2025-12-10,High Risk
INSP14528,Street Vendor,Poor Hygiene,8764,2025-04-26,Medium Risk
INSP14529,Street Vendor,No License,6182,2025-07-05,High Risk
INSP14530,Street Vendor,No License,7400,2025-01-03,High Risk
INSP14531,Restaurant,Expired Product,1514,2024-02-18,High Risk
INSP14532,Restaurant,No License,4534,2024-08-15,High Risk
INSP14533,Restaurant,No License,5876,2025-07-23,High Risk
INSP14534,Restaurant,Expired Product,6050,2025-02-11,High Risk
INSP14535,Restaurant,Expired Product,588,2024-08-10,High Risk
INSP14536,Restaurant,No License,9877,2024-05-06,High Risk
INSP14537,Retail,No License,8334,2025-10-27,High Risk
INSP14538,Retail,Expired Product,2360,2024-01-06,High Risk
INSP14539,Restaurant,Expired Product,4597,2025-04-11,High Risk
INSP14540,Street Vendor,Poor Hygiene,9387,2024-05-23,Medium Risk
INSP14541,Retail,Expired Product,8427,2024-11-09,High Risk
INSP14542,Restaurant,No License,6906,2024-12-28,High Risk
INSP14543,Street Vendor,No License,5170,2024-09-04,High Risk
INSP14544,Street Vendor,Expired Product,7788,2025-04-02,High Risk
INSP14545,Restaurant,Poor Hygiene,2694,2025-07-18,Medium Risk
INSP14546,Street Vendor,Expired Product,6828,2024-04-14,High Risk
INSP14547,Restaurant,Poor Hygiene,4548,2024-05-26,Medium Risk
INSP14548,Street Vendor,Poor Hygiene,1053,2025-03-26,Medium Risk
INSP14549,Retail,Expired Product,6201,2025-11-03,High Risk
INSP14550,Retail,Poor Hygiene,8235,2024-06-22,Medium Risk
INSP14551,Retail,Poor Hygiene,2067,2024-02-27,Medium Risk
INSP14552,Street Vendor,No License,1892,2024-10-22,High Risk
INSP14553,Retail,Expired Product,5324,2024-09-30,High Risk
INSP14554,Retail,Expired Product,1414,2024-03-24,High Risk
INSP14555,Restaurant,Poor Hygiene,8791,2025-08-23,Medium Risk
INSP14556,Retail,Poor Hygiene,6968,2024-09-10,Medium Risk
INSP14557,Restaurant,Poor Hygiene,8022,2024-01-07,Medium Risk
INSP14558,Retail,Poor Hygiene,3773,2025-11-22,Medium Risk
INSP14559,Retail,Poor Hygiene,2892,2025-03-24,Medium Risk
INSP14560,Retail,Poor Hygiene,1197,2024-01-31,Medium Risk
INSP14561,Street Vendor,Poor Hygiene,4583,2025-12-31,Medium Risk
INSP14562,Retail,Expired Product,7528,2025-03-25,High Risk
INSP14563,Retail,Poor Hygiene,7394,2025-07-25,Medium Risk
INSP14564,Street Vendor,Poor Hygiene,9014,2024-01-10,Medium Risk
INSP14565,Street Vendor,Expired Product,3042,2025-06-19,High Risk
INSP14566,Restaurant,No License,8372,2024-07-08,High Risk
INSP14567,Street Vendor,Expired Product,8093,2025-06-19,High Risk
INSP14568,Street Vendor,Poor Hygiene,5577,2024-01-06,Medium Risk
INSP14569,Restaurant,Poor Hygiene,6589,2024-09-19,Medium Risk
INSP14570,Retail,Expired Product,7418,2024-02-11,High Risk
INSP14571,Retail,Expired Product,9813,2024-03-23,High Risk
INSP14572,Street Vendor,Expired Product,5095,2025-01-24,High Risk
INSP14573,Restaurant,No License,1410,2025-10-22,High Risk
INSP14574,Restaurant,Poor Hygiene,4627,2025-09-26,Medium Risk
INSP14575,Restaurant,Expired Product,831,2024-07-31,High Risk
INSP14576,Retail,Expired Product,4538,2024-01-26,High Risk
INSP14577,Restaurant,Expired Product,3755,2025-03-20,High Risk
INSP14578,Restaurant,No License,6422,2024-08-15,High Risk
INSP14579,Retail,Expired Product,1525,2025-02-20,High Risk
INSP14580,Restaurant,Poor Hygiene,6858,2025-11-09,Medium Risk
INSP14581,Restaurant,Expired Product,6825,2025-07-23,High Risk
INSP14582,Restaurant,Poor Hygiene,9564,2024-06-05,Medium Risk
INSP14583,Restaurant,No License,5374,2025-07-05,High Risk
INSP14584,Restaurant,Expired Product,3617,2024-09-23,High Risk
INSP14585,Restaurant,Expired Product,8422,2024-03-13,High Risk
INSP14586,Restaurant,Expired Product,2863,2025-04-03,High Risk
INSP14587,Restaurant,Poor Hygiene,3994,2025-12-27,Medium Risk
INSP14588,Retail,Expired Product,5134,2025-05-25,High Risk
INSP14589,Retail,No License,8564,2024-02-23,High Risk
INSP14590,Restaurant,Poor Hygiene,4477,2024-08-10,Medium Risk
INSP14591,Restaurant,Poor Hygiene,3433,2024-05-03,Medium Risk
INSP14592,Street Vendor,Poor Hygiene,8172,2025-03-07,Medium Risk
INSP14593,Retail,No License,4179,2024-07-11,High Risk
INSP14594,Retail,Poor Hygiene,9598,2025-12-08,Medium Risk
INSP14595,Restaurant,Poor Hygiene,8176,2024-08-22,Medium Risk
INSP14596,Street Vendor,Expired Product,698,2025-12-09,High Risk
INSP14597,Retail,Poor Hygiene,3566,2024-02-13,Medium Risk
INSP14598,Restaurant,Expired Product,7543,2024-08-07,High Risk
INSP14599,Retail,No License,6491,2025-01-28,High Risk
INSP14600,Restaurant,Poor Hygiene,8386,2025-07-19,Medium Risk
INSP14601,Restaurant,Expired Product,8896,2024-09-05,High Risk
INSP14602,Restaurant,Expired Product,6866,2025-02-28,High Risk
INSP14603,Street Vendor,Expired Product,8655,2024-12-12,High Risk
INSP14604,Restaurant,Expired Product,1147,2024-11-19,High Risk
INSP14605,Restaurant,Poor Hygiene,9548,2025-02-19,Medium Risk
INSP14606,Retail,No License,7107,2024-04-13,High Risk
INSP14607,Street Vendor,Poor Hygiene,8133,2024-05-22,Medium Risk
INSP14608,Retail,No License,5825,2024-05-24,High Risk
INSP14609,Street Vendor,Poor Hygiene,1805,2024-09-24,Medium Risk
INSP14610,Retail,No License,2202,2024-04-18,High Risk
INSP14611,Street Vendor,Poor Hygiene,5134,2025-05-12,Medium Risk
INSP14612,Restaurant,Expired Product,3166,2024-12-04,High Risk
INSP14613,Retail,Expired Product,5894,2025-06-07,High Risk
INSP14614,Restaurant,Poor Hygiene,4371,2025-04-06,Medium Risk
INSP14615,Retail,Poor Hygiene,1992,2025-06-07,Medium Risk
INSP14616,Street Vendor,Expired Product,7342,2025-09-19,High Risk
INSP14617,Street Vendor,Poor Hygiene,3136,2024-06-26,Medium Risk
INSP14618,Restaurant,Poor Hygiene,8202,2024-07-22,Medium Risk
INSP14619,Restaurant,No License,2266,2024-01-10,High Risk
INSP14620,Retail,No License,8791,2025-05-19,High Risk
INSP14621,Street Vendor,No License,1211,2025-07-13,High Risk
INSP14622,Restaurant,Poor Hygiene,4809,2024-11-19,Medium Risk
INSP14623,Street Vendor,Poor Hygiene,5914,2024-03-14,Medium Risk
INSP14624,Street Vendor,Expired Product,7033,2025-10-06,High Risk
INSP14625,Street Vendor,No License,9067,2025-04-13,High Risk
INSP14626,Restaurant,Expired Product,6762,2025-03-22,High Risk
INSP14627,Restaurant,Expired Product,7174,2024-10-07,High Risk
INSP14628,Retail,No License,4975,2024-11-23,High Risk
INSP14629,Restaurant,Poor Hygiene,7380,2024-06-25,Medium Risk
INSP14630,Retail,Expired Product,9384,2024-02-05,High Risk
INSP14631,Street Vendor,Expired Product,1463,2024-06-08,High Risk
INSP14632,Street Vendor,Expired Product,4737,2024-03-12,High Risk
INSP14633,Street Vendor,Expired Product,5005,2025-10-16,High Risk
INSP14634,Retail,Poor Hygiene,6643,2024-07-31,Medium Risk
INSP14635,Restaurant,No License,4574,2024-10-07,High Risk
INSP14636,Street Vendor,Expired Product,2480,2024-09-01,High Risk
INSP14637,Street Vendor,No License,8193,2025-01-09,High Risk
INSP14638,Restaurant,Poor Hygiene,1418,2024-09-03,Medium Risk
INSP14639,Street Vendor,Expired Product,1944,2024-01-23,High Risk
INSP14640,Street Vendor,No License,2447,2024-02-04,High Risk
INSP14641,Retail,Expired Product,6843,2024-03-10,High Risk
INSP14642,Retail,Poor Hygiene,6363,2024-09-28,Medium Risk
INSP14643,Restaurant,Poor Hygiene,3271,2025-12-05,Medium Risk
INSP14644,Street Vendor,No License,7869,2025-01-21,High Risk
INSP14645,Restaurant,No License,2562,2024-09-23,High Risk
INSP14646,Street Vendor,Expired Product,9761,2024-10-15,High Risk
INSP14647,Restaurant,No License,2833,2025-05-03,High Risk
INSP14648,Restaurant,No License,2786,2024-06-10,High Risk
INSP14649,Restaurant,Expired Product,1277,2025-05-22,High Risk
INSP14650,Street Vendor,Poor Hygiene,8705,2024-02-05,Medium Risk
INSP14651,Street Vendor,Expired Product,6790,2024-01-04,High Risk
INSP14652,Restaurant,No License,8962,2024-10-06,High Risk
INSP14653,Retail,Expired Product,6655,2024-06-12,High Risk
INSP14654,Restaurant,No License,2048,2025-12-01,High Risk
INSP14655,Restaurant,Expired Product,6465,2024-04-28,High Risk
INSP14656,Retail,Expired Product,4780,2025-08-18,High Risk
INSP14657,Street Vendor,Expired Product,8416,2025-01-09,High Risk
INSP14658,Restaurant,Poor Hygiene,8793,2025-02-22,Medium Risk
INSP14659,Restaurant,No License,9543,2025-04-19,High Risk
INSP14660,Restaurant,Expired Product,5205,2024-04-22,High Risk
INSP14661,Street Vendor,Poor Hygiene,7951,2025-04-12,Medium Risk
INSP14662,Restaurant,Expired Product,653,2024-01-13,High Risk
INSP14663,Street Vendor,No License,2293,2025-01-07,High Risk
INSP14664,Restaurant,Poor Hygiene,5294,2024-04-04,Medium Risk
INSP14665,Retail,Poor Hygiene,4862,2025-12-11,Medium Risk
INSP14666,Retail,Expired Product,4158,2024-06-07,High Risk
INSP14667,Retail,No License,1849,2024-10-05,High Risk
INSP14668,Street Vendor,Expired Product,2844,2025-07-05,High Risk
INSP14669,Retail,Poor Hygiene,589,2025-12-27,Medium Risk
INSP14670,Street Vendor,No License,6498,2024-09-22,High Risk
INSP14671,Street Vendor,No License,4704,2025-09-15,High Risk
INSP14672,Retail,Poor Hygiene,2046,2025-12-14,Medium Risk
INSP14673,Restaurant,Expired Product,1240,2024-06-07,High Risk
INSP14674,Retail,Poor Hygiene,7640,2025-09-20,Medium Risk
INSP14675,Restaurant,No License,575,2024-06-24,High Risk
INSP14676,Street Vendor,Expired Product,847,2025-05-15,High Risk
INSP14677,Retail,No License,5015,2025-06-13,High Risk
INSP14678,Street Vendor,No License,2837,2024-06-01,High Risk
INSP14679,Restaurant,Expired Product,2938,2025-04-05,High Risk
INSP14680,Retail,Expired Product,3116,2024-09-17,High Risk
INSP14681,Restaurant,Poor Hygiene,7931,2024-06-16,Medium Risk
INSP14682,Restaurant,No License,5089,2024-04-19,High Risk
INSP14683,Street Vendor,No License,9532,2025-08-21,High Risk
INSP14684,Restaurant,Expired Product,6867,2025-11-11,High Risk
INSP14685,Street Vendor,No License,4021,2025-08-09,High Risk
INSP14686,Restaurant,Expired Product,7863,2024-04-19,High Risk
INSP14687,Street Vendor,No License,9290,2024-12-17,High Risk
INSP14688,Street Vendor,Poor Hygiene,3487,2025-03-31,Medium Risk
INSP14689,Retail,No License,8568,2025-01-27,High Risk
INSP14690,Retail,Poor Hygiene,5115,2024-04-30,Medium Risk
INSP14691,Restaurant,Expired Product,3066,2024-01-19,High Risk
INSP14692,Street Vendor,Poor Hygiene,9050,2025-02-12,Medium Risk
INSP14693,Retail,No License,5453,2025-01-13,High Risk
INSP14694,Retail,Poor Hygiene,2265,2024-12-20,Medium Risk
INSP14695,Street Vendor,Expired Product,2820,2025-06-07,High Risk
INSP14696,Restaurant,Expired Product,1031,2024-07-19,High Risk
INSP14697,Street Vendor,Expired Product,9430,2024-12-07,High Risk
INSP14698,Retail,No License,5209,2024-11-24,High Risk
INSP14699,Street Vendor,No License,2186,2025-07-29,High Risk
INSP14700,Restaurant,No License,9575,2025-03-04,High Risk
INSP14701,Street Vendor,Expired Product,7020,2024-03-11,High Risk
INSP14702,Street Vendor,No License,3863,2025-01-06,High Risk
INSP14703,Retail,Expired Product,2379,2024-02-04,High Risk
INSP14704,Restaurant,Poor Hygiene,7501,2024-05-16,Medium Risk
INSP14705,Street Vendor,Poor Hygiene,1410,2025-05-31,Medium Risk
INSP14706,Restaurant,Expired Product,9525,2024-02-27,High Risk
INSP14707,Retail,Poor Hygiene,7707,2024-12-31,Medium Risk
INSP14708,Restaurant,No License,6141,2025-10-27,High Risk
INSP14709,Restaurant,Expired Product,7733,2025-03-24,High Risk
INSP14710,Retail,No License,3376,2025-03-24,High Risk
INSP14711,Street Vendor,No License,8234,2025-02-02,High Risk
INSP14712,Restaurant,Expired Product,6407,2024-12-20,High Risk
INSP14713,Street Vendor,No License,9870,2025-07-21,High Risk
INSP14714,Street Vendor,Expired Product,6048,2024-02-21,High Risk
INSP14715,Street Vendor,Expired Product,6457,2024-05-12,High Risk
INSP14716,Street Vendor,Expired Product,3810,2024-08-31,High Risk
INSP14717,Street Vendor,Poor Hygiene,4376,2025-12-25,Medium Risk
INSP14718,Restaurant,Poor Hygiene,7268,2024-07-09,Medium Risk
INSP14719,Restaurant,Expired Product,1455,2025-09-16,High Risk
INSP14720,Street Vendor,Poor Hygiene,3717,2025-09-01,Medium Risk
INSP14721,Street Vendor,Expired Product,2543,2024-01-04,High Risk
INSP14722,Street Vendor,Poor Hygiene,2723,2025-11-05,Medium Risk
INSP14723,Retail,Poor Hygiene,8807,2024-04-24,Medium Risk
INSP14724,Retail,No License,4957,2025-08-17,High Risk
INSP14725,Street Vendor,Expired Product,8464,2024-03-09,High Risk
INSP14726,Street Vendor,Poor Hygiene,1802,2025-11-28,Medium Risk
INSP14727,Retail,No License,7074,2024-04-22,High Risk
INSP14728,Restaurant,No License,9193,2024-01-31,High Risk
INSP14729,Restaurant,Expired Product,1204,2025-09-20,High Risk
INSP14730,Retail,No License,8540,2024-12-12,High Risk
INSP14731,Retail,Expired Product,3909,2025-09-01,High Risk
INSP14732,Restaurant,No License,8252,2024-03-09,High Risk
INSP14733,Street Vendor,Expired Product,7808,2025-09-04,High Risk
INSP14734,Street Vendor,Poor Hygiene,5806,2025-05-22,Medium Risk
INSP14735,Retail,Expired Product,5764,2024-11-01,High Risk
INSP14736,Restaurant,Expired Product,6094,2024-08-16,High Risk
INSP14737,Retail,No License,759,2025-01-15,High Risk
INSP14738,Retail,Poor Hygiene,7516,2024-11-10,Medium Risk
INSP14739,Street Vendor,Expired Product,9643,2025-02-10,High Risk
INSP14740,Street Vendor,Poor Hygiene,8208,2025-09-03,Medium Risk
INSP14741,Restaurant,No License,5538,2024-02-12,High Risk
INSP14742,Street Vendor,Poor Hygiene,5010,2025-09-05,Medium Risk
INSP14743,Street Vendor,Poor Hygiene,7072,2024-02-09,Medium Risk
INSP14744,Street Vendor,No License,2134,2024-07-13,High Risk
INSP14745,Street Vendor,Poor Hygiene,2717,2024-12-19,Medium Risk
INSP14746,Restaurant,Expired Product,787,2025-07-12,High Risk
INSP14747,Restaurant,Poor Hygiene,9525,2025-01-27,Medium Risk
INSP14748,Retail,Poor Hygiene,6073,2024-04-19,Medium Risk
INSP14749,Restaurant,Expired Product,9706,2024-07-05,High Risk
INSP14750,Street Vendor,Expired Product,4354,2024-11-15,High Risk
INSP14751,Restaurant,Poor Hygiene,4399,2025-04-15,Medium Risk
INSP14752,Retail,Poor Hygiene,1125,2024-02-29,Medium Risk
INSP14753,Restaurant,Expired Product,1323,2024-10-24,High Risk
INSP14754,Retail,Expired Product,656,2025-07-09,High Risk
INSP14755,Street Vendor,No License,5725,2024-10-08,High Risk
INSP14756,Street Vendor,No License,2229,2024-03-19,High Risk
INSP14757,Restaurant,Expired Product,6758,2025-11-09,High Risk
INSP14758,Street Vendor,No License,982,2024-06-05,High Risk
INSP14759,Restaurant,No License,7902,2025-06-24,High Risk
INSP14760,Retail,Poor Hygiene,4177,2024-09-24,Medium Risk
INSP14761,Street Vendor,Expired Product,9112,2025-12-24,High Risk
INSP14762,Street Vendor,No License,2662,2024-11-29,High Risk
INSP14763,Retail,No License,3005,2024-07-14,High Risk
INSP14764,Street Vendor,Expired Product,564,2025-12-21,High Risk
INSP14765,Restaurant,Expired Product,3871,2025-02-22,High Risk
INSP14766,Restaurant,Poor Hygiene,9425,2024-10-21,Medium Risk
INSP14767,Retail,No License,2988,2025-05-02,High Risk
INSP14768,Retail,Poor Hygiene,6949,2025-03-23,Medium Risk
INSP14769,Retail,Expired Product,9602,2025-12-03,High Risk
INSP14770,Retail,Poor Hygiene,2884,2024-06-14,Medium Risk
INSP14771,Restaurant,Poor Hygiene,7827,2024-08-10,Medium Risk
INSP14772,Retail,Expired Product,3837,2025-07-09,High Risk
INSP14773,Restaurant,Expired Product,7294,2025-05-02,High Risk
INSP14774,Street Vendor,Expired Product,8571,2024-12-26,High Risk
INSP14775,Street Vendor,Poor Hygiene,731,2025-12-21,Medium Risk
INSP14776,Street Vendor,No License,7411,2024-06-13,High Risk
INSP14777,Retail,Poor Hygiene,3781,2025-11-14,Medium Risk
INSP14778,Street Vendor,Expired Product,2456,2025-06-09,High Risk
INSP14779,Retail,Poor Hygiene,8641,2025-07-19,Medium Risk
INSP14780,Street Vendor,Expired Product,4909,2025-01-25,High Risk
INSP14781,Retail,Poor Hygiene,4212,2025-06-29,Medium Risk
INSP14782,Street Vendor,No License,6621,2024-09-10,High Risk
INSP14783,Retail,Expired Product,2805,2024-10-06,High Risk
INSP14784,Street Vendor,Poor Hygiene,6069,2024-01-20,Medium Risk
INSP14785,Street Vendor,Expired Product,7422,2025-12-23,High Risk
INSP14786,Street Vendor,Expired Product,6842,2024-03-17,High Risk
INSP14787,Restaurant,Expired Product,8068,2025-04-01,High Risk
INSP14788,Restaurant,Expired Product,2102,2025-10-06,High Risk
INSP14789,Street Vendor,Expired Product,2745,2024-09-11,High Risk
INSP14790,Street Vendor,Expired Product,6367,2025-03-23,High Risk
INSP14791,Retail,No License,6682,2024-03-26,High Risk
INSP14792,Restaurant,No License,6940,2025-12-17,High Risk
INSP14793,Street Vendor,Expired Product,1726,2025-11-02,High Risk
INSP14794,Street Vendor,Expired Product,3063,2024-06-05,High Risk
INSP14795,Restaurant,Poor Hygiene,1186,2024-05-12,Medium Risk
INSP14796,Retail,No License,8433,2024-01-28,High Risk
INSP14797,Retail,Poor Hygiene,4302,2024-09-18,Medium Risk
INSP14798,Restaurant,Poor Hygiene,5790,2025-02-08,Medium Risk
INSP14799,Retail,Expired Product,9511,2025-07-13,High Risk
INSP14800,Street Vendor,No License,7122,2024-12-30,High Risk
INSP14801,Restaurant,Expired Product,934,2025-09-11,High Risk
INSP14802,Retail,Expired Product,7718,2025-09-17,High Risk
INSP14803,Retail,Expired Product,7904,2024-06-09,High Risk
INSP14804,Retail,Poor Hygiene,2179,2024-02-01,Medium Risk
INSP14805,Retail,No License,8839,2024-01-11,High Risk
INSP14806,Street Vendor,No License,4458,2024-10-04,High Risk
INSP14807,Street Vendor,Poor Hygiene,2555,2024-06-12,Medium Risk
INSP14808,Retail,Poor Hygiene,5453,2024-02-21,Medium Risk
INSP14809,Street Vendor,Expired Product,1386,2024-10-19,High Risk
INSP14810,Restaurant,Expired Product,8683,2024-05-10,High Risk
INSP14811,Street Vendor,No License,5036,2024-09-09,High Risk
INSP14812,Street Vendor,No License,5844,2025-08-05,High Risk
INSP14813,Street Vendor,No License,8070,2025-07-20,High Risk
INSP14814,Street Vendor,No License,8710,2025-01-17,High Risk
INSP14815,Retail,Expired Product,8716,2024-01-10,High Risk
INSP14816,Street Vendor,Expired Product,3905,2025-08-09,High Risk
INSP14817,Retail,Expired Product,1365,2024-12-26,High Risk
INSP14818,Retail,No License,6138,2025-10-21,High Risk
INSP14819,Retail,Poor Hygiene,6439,2025-09-06,Medium Risk
INSP14820,Retail,No License,7977,2024-02-13,High Risk
INSP14821,Retail,No License,783,2025-01-07,High Risk
INSP14822,Restaurant,Expired Product,7766,2024-05-19,High Risk
INSP14823,Restaurant,Expired Product,6113,2024-04-07,High Risk
INSP14824,Restaurant,Poor Hygiene,5718,2025-11-20,Medium Risk
INSP14825,Street Vendor,Poor Hygiene,8336,2024-11-14,Medium Risk
INSP14826,Street Vendor,No License,5651,2024-05-28,High Risk
INSP14827,Restaurant,No License,4412,2024-06-14,High Risk
INSP14828,Retail,Expired Product,7054,2024-05-31,High Risk
INSP14829,Restaurant,Poor Hygiene,7319,2024-02-26,Medium Risk
INSP14830,Restaurant,Poor Hygiene,3634,2025-06-06,Medium Risk
INSP14831,Restaurant,Poor Hygiene,3516,2024-06-14,Medium Risk
INSP14832,Retail,Poor Hygiene,8565,2024-08-01,Medium Risk
INSP14833,Street Vendor,Expired Product,1606,2025-12-11,High Risk
INSP14834,Retail,No License,7059,2025-11-06,High Risk
INSP14835,Restaurant,No License,2673,2024-08-06,High Risk
INSP14836,Retail,Expired Product,895,2025-10-16,High Risk
INSP14837,Street Vendor,Expired Product,3027,2025-06-18,High Risk
INSP14838,Retail,Expired Product,2400,2025-01-20,High Risk
INSP14839,Restaurant,Poor Hygiene,3433,2024-11-23,Medium Risk
INSP14840,Restaurant,Poor Hygiene,3128,2025-07-26,Medium Risk
INSP14841,Retail,Expired Product,4157,2024-02-16,High Risk
INSP14842,Street Vendor,No License,2238,2025-10-03,High Risk
INSP14843,Retail,No License,9870,2024-12-02,High Risk
INSP14844,Retail,Expired Product,2463,2024-04-09,High Risk
INSP14845,Retail,Poor Hygiene,7338,2025-04-26,Medium Risk
INSP14846,Restaurant,Expired Product,8614,2024-04-27,High Risk
INSP14847,Restaurant,Poor Hygiene,6970,2025-01-22,Medium Risk
INSP14848,Retail,No License,4081,2025-10-31,High Risk
INSP14849,Retail,Poor Hygiene,5947,2024-09-15,Medium Risk
INSP14850,Street Vendor,No License,8709,2024-02-06,High Risk
INSP14851,Retail,Poor Hygiene,1778,2025-06-04,Medium Risk
INSP14852,Retail,Poor Hygiene,3259,2024-01-06,Medium Risk
INSP14853,Retail,No License,7485,2024-12-26,High Risk
INSP14854,Retail,Expired Product,8940,2025-08-17,High Risk
INSP14855,Street Vendor,Poor Hygiene,2743,2025-01-22,Medium Risk
INSP14856,Street Vendor,No License,7841,2024-05-08,High Risk
INSP14857,Retail,Expired Product,515,2025-07-23,High Risk
INSP14858,Retail,No License,5062,2024-08-09,High Risk
INSP14859,Retail,No License,5957,2024-11-13,High Risk
INSP14860,Retail,No License,4300,2025-07-04,High Risk
INSP14861,Restaurant,Poor Hygiene,4618,2024-01-24,Medium Risk
INSP14862,Restaurant,No License,9789,2025-01-13,High Risk
INSP14863,Restaurant,No License,2277,2025-05-26,High Risk
INSP14864,Restaurant,No License,9506,2025-08-14,High Risk
INSP14865,Street Vendor,Poor Hygiene,5929,2025-06-20,Medium Risk
INSP14866,Street Vendor,No License,1616,2024-10-28,High Risk
INSP14867,Restaurant,Poor Hygiene,648,2024-02-24,Medium Risk
INSP14868,Retail,No License,8827,2025-01-02,High Risk
INSP14869,Street Vendor,Poor Hygiene,8691,2024-03-03,Medium Risk
INSP14870,Restaurant,No License,9123,2025-11-11,High Risk
INSP14871,Retail,Expired Product,6338,2025-10-28,High Risk
INSP14872,Street Vendor,Expired Product,2439,2024-10-08,High Risk
INSP14873,Retail,Expired Product,6188,2024-12-29,High Risk
INSP14874,Street Vendor,No License,4201,2024-02-17,High Risk
INSP14875,Street Vendor,Expired Product,8531,2024-06-22,High Risk
INSP14876,Restaurant,Poor Hygiene,9124,2025-03-09,Medium Risk
INSP14877,Street Vendor,Expired Product,7776,2025-12-30,High Risk
INSP14878,Restaurant,Poor Hygiene,1254,2025-08-29,Medium Risk
INSP14879,Street Vendor,No License,4045,2025-08-04,High Risk
INSP14880,Retail,Poor Hygiene,6458,2025-06-12,Medium Risk
