CaseID,DistrictID,Date,CaseType,PatientCount,SeverityLevel
HC17633,9,2/10/2024,Food Poisoning,5,1
HC17634,4,11/27/2025,Food Poisoning,38,5
HC17635,1,11/23/2025,Food Poisoning,4,1
HC17636,14,5/25/2024,Diarrheal Disease,1,1
HC17637,21,1/20/2025,Food Poisoning,1,2
HC17638,7,1/13/2025,Food Poisoning,35,5
HC17639,10,3/15/2025,Food Poisoning,29,3
HC17640,25,4/9/2024,Typhoid,29,3
HC17641,9,7/29/2025,Diarrheal Disease,36,4
HC17642,22,4/4/2025,Food Poisoning,8,1
HC17643,13,12/24/2024,Diarrheal Disease,9,3
HC17644,9,9/3/2024,Diarrheal Disease,32,5
HC17645,24,8/6/2024,Diarrheal Disease,29,5
HC17646,20,6/13/2024,Food Poisoning,26,1
HC17647,22,2/24/2025,Diarrheal Disease,2,5
HC17648,8,4/16/2025,Food Poisoning,21,3
HC17649,6,2/22/2025,Diarrheal Disease,37,2
HC17650,16,12/26/2024,Food Poisoning,26,4
HC17651,16,11/4/2024,Food Poisoning,19,5
HC17652,22,11/13/2025,Food Poisoning,26,1
HC17653,6,6/22/2024,Typhoid,6,5
HC17654,19,8/24/2025,Diarrheal Disease,28,3
HC17655,1,5/5/2024,Food Poisoning,15,4
HC17656,18,6/23/2024,Diarrheal Disease,1,2
HC17657,11,10/10/2024,Diarrheal Disease,21,5
HC17658,25,6/7/2024,Diarrheal Disease,13,1
HC17659,4,10/17/2024,Food Poisoning,7,4
HC17660,20,11/2/2025,Food Poisoning,27,4
HC17661,20,1/26/2024,Food Poisoning,7,2
HC17662,1,6/25/2025,Food Poisoning,5,3
HC17663,6,11/4/2025,Food Poisoning,13,3
HC17664,23,3/13/2025,Typhoid,6,5
HC17665,19,11/24/2024,Typhoid,13,4
HC17666,16,4/9/2025,Diarrheal Disease,19,4
HC17667,9,3/19/2025,Food Poisoning,6,2
HC17668,19,8/27/2024,Typhoid,18,4
HC17669,10,3/10/2024,Food Poisoning,22,4
HC17670,10,9/7/2025,Diarrheal Disease,31,4
HC17671,7,4/26/2024,Diarrheal Disease,10,4
HC17672,2,6/24/2025,Food Poisoning,16,1
HC17673,13,6/15/2024,Food Poisoning,8,5
HC17674,16,8/22/2024,Diarrheal Disease,12,1
HC17675,18,5/22/2024,Typhoid,2,2
HC17676,9,4/8/2024,Food Poisoning,7,5
HC17677,10,6/2/2025,Food Poisoning,18,3
HC17678,13,5/21/2024,Typhoid,2,1
HC17679,3,7/12/2024,Food Poisoning,18,4
HC17680,7,11/28/2025,Food Poisoning,6,1
HC17681,9,1/10/2024,Food Poisoning,19,3
HC17682,7,10/29/2025,Typhoid,20,3
HC17683,26,4/23/2025,Typhoid,3,2
HC17684,19,12/4/2025,Diarrheal Disease,15,1
HC17685,1,5/27/2024,Food Poisoning,8,5
HC17686,10,6/22/2024,Diarrheal Disease,36,1
HC17687,19,12/14/2024,Typhoid,5,4
HC17688,3,6/7/2024,Typhoid,29,5
HC17689,24,9/21/2024,Food Poisoning,31,3
HC17690,9,7/29/2024,Diarrheal Disease,5,4
HC17691,3,9/3/2025,Typhoid,5,3
HC17692,16,5/28/2025,Diarrheal Disease,27,4
HC17693,1,5/13/2024,Diarrheal Disease,27,2
HC17694,16,6/15/2024,Food Poisoning,31,2
HC17695,10,2/13/2024,Food Poisoning,37,5
HC17696,19,5/23/2025,Diarrheal Disease,2,1
HC17697,8,12/15/2025,Diarrheal Disease,26,4
HC17698,10,1/18/2024,Diarrheal Disease,10,1
HC17699,22,11/2/2024,Food Poisoning,2,4
HC17700,4,6/23/2024,Diarrheal Disease,22,4
HC17701,18,7/4/2025,Food Poisoning,8,3
HC17702,5,4/17/2024,Food Poisoning,12,4
HC17703,2,8/3/2025,Typhoid,30,3
HC17704,19,1/5/2024,Typhoid,13,1
HC17705,23,4/1/2025,Diarrheal Disease,14,1
HC17706,1,8/17/2024,Food Poisoning,4,4
HC17707,12,6/13/2025,Typhoid,16,3
HC17708,3,3/21/2024,Food Poisoning,22,4
HC17709,12,10/20/2025,Diarrheal Disease,14,3
HC17710,20,4/27/2025,Food Poisoning,34,3
HC17711,23,5/6/2025,Typhoid,18,4
HC17712,9,5/8/2025,Typhoid,13,4
HC17713,10,3/7/2025,Food Poisoning,29,4
HC17714,10,12/19/2025,Food Poisoning,8,2
HC17715,12,11/30/2025,Typhoid,16,3
HC17716,3,12/13/2025,Food Poisoning,24,4
HC17717,22,10/15/2025,Typhoid,10,4
HC17718,1,2/16/2024,Typhoid,14,2
HC17719,11,7/9/2025,Typhoid,19,3
HC17720,2,11/3/2025,Food Poisoning,20,4
HC17721,9,2/20/2025,Food Poisoning,23,5
HC17722,20,8/5/2024,Diarrheal Disease,14,3
HC17723,20,5/14/2025,Food Poisoning,39,2
HC17724,4,9/1/2024,Typhoid,24,1
HC17725,10,11/1/2025,Food Poisoning,34,3
HC17726,5,12/9/2024,Diarrheal Disease,35,5
HC17727,8,12/8/2025,Typhoid,11,3
HC17728,21,1/9/2025,Food Poisoning,13,3
HC17729,19,11/3/2025,Food Poisoning,24,3
HC17730,24,5/13/2024,Food Poisoning,25,5
HC17731,26,10/16/2024,Diarrheal Disease,10,3
HC17732,14,12/5/2025,Typhoid,5,5
HC17733,2,11/18/2025,Food Poisoning,2,2
HC17734,13,11/25/2024,Food Poisoning,35,4
HC17735,21,12/7/2024,Food Poisoning,30,1
HC17736,11,6/12/2025,Food Poisoning,17,3
HC17737,22,7/30/2025,Diarrheal Disease,1,2
HC17738,10,3/16/2024,Typhoid,19,4
HC17739,8,12/27/2024,Diarrheal Disease,26,3
HC17740,20,4/1/2024,Food Poisoning,12,5
HC17741,13,3/18/2025,Diarrheal Disease,11,2
HC17742,17,5/28/2025,Food Poisoning,10,3
HC17743,13,9/29/2024,Typhoid,6,2
HC17744,8,8/20/2025,Diarrheal Disease,32,3
HC17745,16,5/9/2024,Typhoid,12,4
HC17746,12,1/28/2025,Food Poisoning,32,3
HC17747,17,4/29/2024,Food Poisoning,35,1
HC17748,10,1/20/2024,Food Poisoning,10,2
HC17749,10,5/13/2025,Typhoid,11,1
HC17750,6,1/9/2024,Diarrheal Disease,12,5
HC17751,9,1/3/2025,Diarrheal Disease,35,3
HC17752,6,9/12/2024,Food Poisoning,23,5
HC17753,2,4/7/2025,Typhoid,1,4
HC17754,19,11/30/2025,Food Poisoning,4,1
HC17755,7,7/12/2025,Diarrheal Disease,20,3
HC17756,12,11/6/2025,Typhoid,16,4
HC17757,6,9/22/2025,Food Poisoning,3,3
HC17758,8,12/18/2024,Typhoid,13,1
HC17759,14,10/27/2025,Typhoid,6,2
HC17760,18,3/1/2024,Diarrheal Disease,17,5
HC17761,25,10/8/2024,Diarrheal Disease,7,3
HC17762,20,3/12/2024,Diarrheal Disease,2,5
HC17763,17,10/9/2024,Diarrheal Disease,37,5
HC17764,10,8/31/2024,Diarrheal Disease,35,1
HC17765,23,8/24/2024,Food Poisoning,28,3
HC17766,4,3/30/2025,Typhoid,12,1
HC17767,15,12/26/2025,Typhoid,7,4
HC17768,16,4/7/2025,Typhoid,31,5
HC17769,18,9/28/2025,Food Poisoning,20,5
HC17770,22,11/2/2025,Food Poisoning,37,5
HC17771,8,9/11/2025,Typhoid,9,2
HC17772,18,6/2/2025,Typhoid,20,4
HC17773,18,8/14/2025,Diarrheal Disease,30,4
HC17774,13,1/15/2025,Food Poisoning,17,2
HC17775,17,1/5/2024,Typhoid,23,3
HC17776,10,1/5/2024,Diarrheal Disease,17,2
HC17777,11,5/13/2025,Food Poisoning,21,1
HC17778,19,8/3/2025,Food Poisoning,32,3
HC17779,26,3/7/2024,Typhoid,6,1
HC17780,11,3/24/2025,Diarrheal Disease,30,1
HC17781,11,2/27/2024,Food Poisoning,5,4
HC17782,8,12/15/2024,Diarrheal Disease,23,4
HC17783,4,8/25/2025,Food Poisoning,16,1
HC17784,15,5/16/2024,Food Poisoning,32,5
HC17785,2,6/23/2025,Typhoid,24,4
HC17786,25,3/20/2024,Food Poisoning,24,3
HC17787,3,5/14/2025,Typhoid,37,2
HC17788,6,4/29/2024,Food Poisoning,19,4
HC17789,10,7/19/2025,Diarrheal Disease,14,5
HC17790,4,7/2/2024,Diarrheal Disease,3,3
HC17791,20,5/24/2024,Food Poisoning,1,3
HC17792,2,11/24/2025,Food Poisoning,29,4
HC17793,9,2/28/2024,Food Poisoning,1,1
HC17794,24,9/22/2025,Typhoid,35,5
HC17795,17,8/17/2025,Food Poisoning,13,1
HC17796,20,3/24/2024,Diarrheal Disease,39,4
HC17797,26,6/30/2024,Typhoid,11,5
HC17798,21,3/16/2025,Typhoid,38,4
HC17799,12,10/3/2025,Typhoid,30,3
HC17800,17,8/1/2025,Typhoid,10,5
HC17801,9,5/2/2025,Food Poisoning,17,5
HC17802,14,8/2/2025,Diarrheal Disease,15,5
HC17803,24,5/18/2025,Typhoid,38,4
HC17804,20,11/29/2024,Typhoid,27,5
HC17805,4,1/19/2025,Diarrheal Disease,17,2
HC17806,23,6/4/2024,Diarrheal Disease,38,1
HC17807,15,5/21/2025,Food Poisoning,27,2
HC17808,2,9/14/2025,Diarrheal Disease,1,1
HC17809,5,4/20/2025,Typhoid,13,1
HC17810,17,12/23/2024,Food Poisoning,28,4
HC17811,12,3/31/2024,Diarrheal Disease,16,5
HC17812,1,10/31/2025,Food Poisoning,18,5
HC17813,25,5/24/2025,Typhoid,37,3
HC17814,17,8/21/2024,Diarrheal Disease,5,2
HC17815,7,5/3/2024,Diarrheal Disease,7,3
HC17816,13,11/13/2024,Food Poisoning,16,3
HC17817,15,12/8/2025,Food Poisoning,9,2
HC17818,5,4/10/2024,Food Poisoning,31,2
HC17819,2,3/16/2024,Diarrheal Disease,14,3
HC17820,23,11/27/2024,Food Poisoning,21,5
HC17821,1,10/21/2025,Typhoid,24,5
HC17822,7,6/6/2024,Diarrheal Disease,32,5
HC17823,19,4/8/2024,Food Poisoning,39,3
HC17824,24,5/26/2025,Typhoid,20,3
HC17825,13,7/16/2024,Food Poisoning,29,5
HC17826,12,2/22/2025,Diarrheal Disease,26,4
HC17827,24,9/11/2025,Typhoid,6,2
HC17828,1,2/18/2025,Food Poisoning,3,5
HC17829,22,4/25/2025,Diarrheal Disease,11,5
HC17830,18,4/4/2024,Typhoid,18,4
HC17831,10,1/27/2025,Diarrheal Disease,38,3
HC17832,25,11/29/2025,Diarrheal Disease,28,3
HC17833,16,12/25/2025,Food Poisoning,32,1
HC17834,10,10/15/2025,Food Poisoning,4,1
HC17835,2,11/19/2024,Food Poisoning,31,4
HC17836,23,4/15/2025,Typhoid,34,2
HC17837,20,10/20/2024,Diarrheal Disease,29,5
HC17838,25,8/12/2025,Food Poisoning,20,4
HC17839,14,1/1/2024,Diarrheal Disease,33,2
HC17840,20,11/30/2024,Diarrheal Disease,25,4
HC17841,4,2/14/2025,Food Poisoning,33,1
HC17842,26,8/2/2024,Diarrheal Disease,26,5
HC17843,18,11/28/2024,Typhoid,23,3
HC17844,2,5/10/2024,Typhoid,15,2
HC17845,20,11/22/2025,Diarrheal Disease,31,3
HC17846,26,2/18/2024,Typhoid,13,2
HC17847,24,2/14/2025,Food Poisoning,27,2
HC17848,15,3/18/2024,Food Poisoning,4,1
HC17849,9,10/30/2024,Typhoid,34,3
HC17850,12,11/6/2024,Typhoid,12,1
HC17851,10,12/4/2025,Diarrheal Disease,8,1
HC17852,12,12/22/2024,Typhoid,32,3
HC17853,24,11/19/2025,Food Poisoning,39,5
HC17854,17,7/6/2024,Food Poisoning,35,5
HC17855,7,7/6/2024,Diarrheal Disease,29,5
HC17856,17,4/4/2024,Food Poisoning,6,1
HC17857,10,7/9/2024,Typhoid,15,4
HC17858,21,1/4/2024,Food Poisoning,20,4
HC17859,4,1/22/2025,Food Poisoning,3,3
HC17860,14,12/27/2025,Typhoid,21,3
HC17861,13,8/20/2024,Diarrheal Disease,20,3
HC17862,4,2/23/2024,Diarrheal Disease,39,2
HC17863,16,6/20/2025,Diarrheal Disease,7,5
HC17864,13,3/19/2025,Food Poisoning,3,4
HC17865,16,3/28/2024,Food Poisoning,29,2
HC17866,19,6/12/2024,Typhoid,13,3
HC17867,6,7/18/2024,Diarrheal Disease,31,4
HC17868,11,11/30/2024,Diarrheal Disease,22,3
HC17869,7,3/25/2024,Diarrheal Disease,22,3
HC17870,9,11/18/2024,Food Poisoning,37,3
HC17871,8,4/19/2025,Diarrheal Disease,34,2
HC17872,23,6/2/2024,Food Poisoning,22,5
HC17873,22,12/28/2024,Diarrheal Disease,39,3
HC17874,10,8/1/2024,Diarrheal Disease,18,5
HC17875,19,7/28/2025,Diarrheal Disease,26,5
HC17876,23,6/7/2025,Food Poisoning,8,2
HC17877,10,5/22/2024,Typhoid,36,3
HC17878,15,2/21/2024,Typhoid,11,4
HC17879,9,5/9/2025,Food Poisoning,22,3
HC17880,22,10/1/2025,Food Poisoning,14,2
HC17881,9,8/11/2024,Typhoid,17,2
HC17882,2,9/12/2024,Typhoid,28,5
HC17883,13,4/12/2025,Diarrheal Disease,7,2
HC17884,11,1/14/2025,Food Poisoning,30,3
HC17885,13,9/13/2025,Food Poisoning,38,2
HC17886,6,5/23/2024,Food Poisoning,9,2
HC17887,19,11/24/2025,Typhoid,14,2
HC17888,11,7/20/2025,Typhoid,30,3
HC17889,20,8/27/2024,Diarrheal Disease,14,3
HC17890,22,9/14/2025,Typhoid,8,1
HC17891,7,10/7/2025,Typhoid,12,5
HC17892,6,12/21/2025,Diarrheal Disease,36,3
HC17893,18,12/30/2024,Typhoid,8,2
HC17894,2,3/29/2025,Diarrheal Disease,3,2
HC17895,12,9/28/2024,Food Poisoning,16,4
HC17896,14,2/9/2024,Typhoid,1,2
HC17897,10,11/29/2025,Diarrheal Disease,5,3
HC17898,19,4/25/2024,Food Poisoning,37,5
HC17899,12,11/2/2025,Food Poisoning,6,4
HC17900,14,8/23/2024,Diarrheal Disease,23,2
HC17901,22,6/14/2024,Diarrheal Disease,21,4
HC17902,16,5/28/2025,Food Poisoning,15,4
HC17903,24,11/2/2024,Diarrheal Disease,2,2
HC17904,2,4/16/2025,Typhoid,4,3
HC17905,22,10/27/2024,Food Poisoning,26,5
HC17906,21,12/17/2025,Typhoid,18,4
HC17907,23,5/25/2024,Diarrheal Disease,6,4
HC17908,13,12/14/2025,Food Poisoning,18,4
HC17909,26,2/1/2025,Food Poisoning,7,1
HC17910,5,10/11/2024,Typhoid,38,3
HC17911,8,5/5/2025,Typhoid,14,1
HC17912,13,12/27/2024,Typhoid,11,5
HC17913,8,4/24/2025,Food Poisoning,35,5
HC17914,22,6/12/2024,Typhoid,17,2
HC17915,20,7/17/2025,Diarrheal Disease,35,5
HC17916,4,7/8/2024,Typhoid,17,4
HC17917,14,11/11/2024,Food Poisoning,11,3
HC17918,9,7/4/2024,Typhoid,39,5
HC17919,25,8/6/2024,Diarrheal Disease,18,4
HC17920,21,3/8/2025,Food Poisoning,14,5
HC17921,15,11/22/2024,Food Poisoning,25,1
HC17922,15,7/2/2024,Diarrheal Disease,31,1
HC17923,24,5/21/2024,Diarrheal Disease,36,4
HC17924,19,5/24/2025,Food Poisoning,23,3
HC17925,17,9/17/2024,Food Poisoning,19,4
HC17926,8,11/18/2024,Food Poisoning,14,4
HC17927,25,7/14/2024,Typhoid,33,4
HC17928,14,10/3/2025,Food Poisoning,17,4
HC17929,14,12/22/2025,Typhoid,10,2
HC17930,8,11/13/2024,Food Poisoning,25,1
HC17931,22,3/23/2024,Diarrheal Disease,20,3
HC17932,21,10/6/2025,Typhoid,8,3
HC17933,16,12/19/2024,Food Poisoning,26,5
HC17934,15,8/6/2024,Typhoid,7,5
HC17935,26,1/15/2025,Food Poisoning,14,5
HC17936,5,10/28/2025,Food Poisoning,16,1
HC17937,5,1/23/2025,Typhoid,32,5
HC17938,26,9/20/2025,Typhoid,5,3
HC17939,21,6/30/2025,Diarrheal Disease,10,2
HC17940,8,12/23/2025,Typhoid,16,4
HC17941,18,8/27/2025,Diarrheal Disease,10,5
HC17942,16,12/13/2025,Food Poisoning,1,4
HC17943,5,1/17/2024,Diarrheal Disease,15,4
HC17944,5,10/7/2024,Typhoid,25,3
HC17945,25,8/1/2024,Food Poisoning,30,5
HC17946,4,9/23/2024,Diarrheal Disease,39,3
HC17947,16,11/23/2024,Food Poisoning,15,5
HC17948,3,11/13/2024,Food Poisoning,34,3
HC17949,19,1/18/2024,Diarrheal Disease,22,2
HC17950,13,12/5/2024,Food Poisoning,28,1
HC17951,5,6/28/2025,Typhoid,23,2
HC17952,24,12/11/2024,Diarrheal Disease,4,4
HC17953,21,3/4/2024,Diarrheal Disease,23,1
HC17954,13,8/18/2024,Food Poisoning,11,3
HC17955,18,12/17/2024,Diarrheal Disease,38,2
HC17956,4,12/27/2024,Diarrheal Disease,23,1
HC17957,17,4/11/2025,Food Poisoning,1,1
HC17958,24,12/1/2025,Typhoid,33,4
HC17959,3,7/21/2025,Diarrheal Disease,1,5
HC17960,15,11/16/2025,Food Poisoning,30,5
HC17961,9,1/5/2025,Food Poisoning,19,3
HC17962,21,5/18/2024,Food Poisoning,23,2
HC17963,18,8/18/2024,Food Poisoning,4,5
HC17964,16,11/6/2025,Typhoid,13,5
HC17965,9,12/20/2024,Diarrheal Disease,30,5
HC17966,16,3/13/2025,Food Poisoning,34,4
HC17967,20,12/7/2024,Food Poisoning,26,3
HC17968,14,10/7/2024,Diarrheal Disease,1,2
HC17969,1,6/27/2025,Food Poisoning,39,3
HC17970,11,12/3/2025,Diarrheal Disease,2,5
HC17971,13,8/21/2025,Typhoid,38,5
HC17972,8,7/5/2025,Typhoid,6,2
HC17973,3,3/29/2025,Food Poisoning,3,1
HC17974,1,7/30/2025,Food Poisoning,17,1
HC17975,18,2/4/2025,Typhoid,1,2
HC17976,16,9/10/2025,Food Poisoning,34,4
HC17977,6,3/26/2024,Diarrheal Disease,31,5
HC17978,16,12/8/2025,Typhoid,15,5
HC17979,26,1/4/2025,Typhoid,8,3
HC17980,4,8/3/2024,Diarrheal Disease,33,5
HC17981,14,12/6/2024,Typhoid,34,2
HC17982,18,12/5/2025,Food Poisoning,23,5
HC17983,11,11/4/2024,Food Poisoning,31,5
HC17984,26,12/11/2024,Typhoid,1,3
HC17985,7,4/9/2024,Diarrheal Disease,29,3
HC17986,7,8/19/2025,Diarrheal Disease,36,1
HC17987,24,12/5/2024,Typhoid,8,4
HC17988,18,1/19/2025,Diarrheal Disease,35,3
HC17989,25,11/26/2024,Food Poisoning,13,5
HC17990,2,10/3/2024,Typhoid,37,2
HC17991,25,4/9/2024,Typhoid,37,5
HC17992,2,3/11/2024,Food Poisoning,14,1
HC17993,9,11/20/2024,Food Poisoning,9,1
HC17994,20,10/22/2025,Diarrheal Disease,2,4
HC17995,24,4/6/2024,Food Poisoning,21,3
HC17996,17,6/22/2024,Food Poisoning,27,5
HC17997,20,11/15/2025,Diarrheal Disease,36,1
HC17998,13,11/14/2024,Food Poisoning,35,2
HC17999,12,10/12/2024,Food Poisoning,12,4
HC18000,11,8/17/2024,Diarrheal Disease,11,2
HC18001,18,9/5/2025,Typhoid,3,1
HC18002,24,6/1/2025,Food Poisoning,35,2
HC18003,8,3/20/2024,Typhoid,13,2
HC18004,9,11/27/2024,Typhoid,2,5
HC18005,5,4/12/2024,Diarrheal Disease,32,2
HC18006,9,8/29/2025,Diarrheal Disease,18,5
HC18007,4,6/28/2025,Typhoid,30,2
HC18008,2,1/2/2025,Diarrheal Disease,35,2
HC18009,9,4/24/2024,Food Poisoning,27,5
HC18010,21,7/11/2025,Food Poisoning,4,2
HC18011,18,12/31/2025,Typhoid,27,1
HC18012,24,2/15/2024,Typhoid,6,5
HC18013,8,5/3/2025,Diarrheal Disease,13,5
HC18014,3,8/6/2024,Typhoid,38,1
HC18015,18,7/13/2025,Food Poisoning,34,1
HC18016,14,7/18/2025,Typhoid,23,2
HC18017,10,1/17/2024,Typhoid,35,4
HC18018,9,2/29/2024,Diarrheal Disease,7,5
HC18019,19,1/30/2024,Food Poisoning,23,5
HC18020,7,2/20/2025,Typhoid,4,4
HC18021,4,6/5/2025,Diarrheal Disease,30,1
HC18022,7,9/8/2024,Food Poisoning,3,3
HC18023,3,5/24/2025,Food Poisoning,34,4
HC18024,6,1/15/2025,Food Poisoning,15,4
HC18025,6,9/13/2024,Food Poisoning,23,4
HC18026,3,4/19/2024,Food Poisoning,23,4
HC18027,15,5/24/2025,Food Poisoning,5,4
HC18028,5,5/4/2025,Diarrheal Disease,26,3
HC18029,11,2/20/2024,Diarrheal Disease,5,2
HC18030,21,3/14/2025,Diarrheal Disease,28,3
HC18031,3,9/15/2024,Food Poisoning,5,1
HC18032,5,3/2/2024,Typhoid,38,3
HC18033,11,12/28/2025,Typhoid,23,1
HC18034,17,2/19/2024,Food Poisoning,23,2
HC18035,13,10/17/2024,Diarrheal Disease,24,1
HC18036,12,12/26/2025,Typhoid,14,2
HC18037,5,5/6/2024,Food Poisoning,13,5
HC18038,23,9/2/2025,Food Poisoning,16,1
HC18039,10,5/3/2024,Diarrheal Disease,8,1
HC18040,5,4/28/2024,Food Poisoning,1,5
HC18041,7,10/21/2025,Typhoid,13,1
HC18042,25,4/22/2025,Food Poisoning,34,5
HC18043,10,3/12/2025,Diarrheal Disease,7,2
HC18044,22,1/19/2024,Diarrheal Disease,32,4
HC18045,20,10/9/2024,Food Poisoning,23,4
HC18046,12,1/25/2025,Typhoid,30,2
HC18047,8,12/17/2024,Diarrheal Disease,29,2
HC18048,2,9/13/2024,Diarrheal Disease,19,5
HC18049,7,10/11/2025,Food Poisoning,35,5
HC18050,9,1/4/2024,Food Poisoning,17,3
HC18051,8,1/1/2025,Typhoid,13,5
HC18052,7,12/19/2024,Typhoid,16,1
HC18053,25,2/10/2024,Food Poisoning,18,3
HC18054,17,3/6/2025,Food Poisoning,15,5
HC18055,17,2/24/2025,Diarrheal Disease,17,4
HC18056,3,11/12/2024,Typhoid,23,1
HC18057,8,12/31/2024,Food Poisoning,4,5
HC18058,17,4/22/2025,Diarrheal Disease,19,4
HC18059,9,1/26/2024,Food Poisoning,24,3
HC18060,20,9/21/2025,Typhoid,15,1
HC18061,12,1/11/2025,Food Poisoning,24,5
HC18062,1,10/18/2024,Typhoid,26,2
HC18063,15,1/25/2025,Typhoid,1,3
HC18064,6,9/2/2025,Diarrheal Disease,27,2
HC18065,19,5/8/2025,Diarrheal Disease,5,3
HC18066,20,7/22/2024,Food Poisoning,12,3
HC18067,18,8/13/2024,Food Poisoning,38,4
HC18068,23,9/3/2024,Typhoid,24,2
HC18069,2,5/20/2024,Typhoid,36,1
HC18070,24,4/22/2024,Food Poisoning,29,1
HC18071,11,7/10/2024,Typhoid,27,5
HC18072,13,5/22/2024,Food Poisoning,38,4
HC18073,20,7/9/2025,Diarrheal Disease,4,5
HC18074,17,3/17/2024,Diarrheal Disease,3,5
HC18075,6,9/25/2025,Typhoid,37,2
HC18076,15,1/9/2024,Diarrheal Disease,27,2
HC18077,22,10/28/2024,Diarrheal Disease,9,3
HC18078,6,7/25/2024,Food Poisoning,34,2
HC18079,2,6/26/2025,Typhoid,22,3
HC18080,8,5/30/2025,Diarrheal Disease,17,4
HC18081,10,5/4/2024,Typhoid,4,1
HC18082,9,1/26/2024,Food Poisoning,13,1
HC18083,22,2/2/2024,Diarrheal Disease,4,2
HC18084,21,10/23/2025,Food Poisoning,18,5
HC18085,3,7/11/2025,Food Poisoning,11,4
HC18086,12,3/23/2024,Typhoid,37,3
HC18087,15,11/13/2024,Food Poisoning,24,5
HC18088,25,5/11/2024,Food Poisoning,13,3
HC18089,5,3/20/2025,Food Poisoning,32,2
HC18090,22,9/10/2025,Diarrheal Disease,23,3
HC18091,1,10/18/2025,Typhoid,29,3
HC18092,17,9/22/2025,Typhoid,28,3
HC18093,7,4/9/2024,Diarrheal Disease,12,4
HC18094,6,4/12/2025,Diarrheal Disease,27,1
HC18095,18,8/16/2025,Food Poisoning,30,4
HC18096,19,1/26/2024,Typhoid,26,5
HC18097,24,4/14/2025,Food Poisoning,10,3
HC18098,14,7/18/2024,Food Poisoning,31,5
HC18099,20,4/30/2024,Typhoid,32,2
HC18100,19,12/18/2025,Typhoid,34,4
HC18101,20,7/10/2024,Diarrheal Disease,37,2
HC18102,9,2/21/2024,Diarrheal Disease,13,3
HC18103,26,3/15/2025,Food Poisoning,24,3
HC18104,10,12/27/2024,Diarrheal Disease,3,4
HC18105,7,6/5/2025,Diarrheal Disease,28,3
HC18106,19,4/8/2024,Diarrheal Disease,39,1
HC18107,10,3/11/2025,Food Poisoning,25,3
HC18108,20,1/20/2024,Food Poisoning,36,2
HC18109,11,2/10/2024,Diarrheal Disease,1,3
HC18110,14,3/22/2025,Diarrheal Disease,38,1
HC18111,23,9/20/2024,Typhoid,24,2
HC18112,19,1/12/2025,Diarrheal Disease,1,1
HC18113,9,9/16/2024,Diarrheal Disease,28,2
HC18114,5,2/3/2024,Typhoid,3,3
HC18115,7,12/27/2025,Typhoid,13,2
HC18116,9,8/20/2024,Diarrheal Disease,14,1
HC18117,9,7/26/2024,Diarrheal Disease,11,1
HC18118,3,2/5/2025,Diarrheal Disease,17,5
HC18119,14,10/21/2025,Diarrheal Disease,19,1
HC18120,25,6/25/2024,Food Poisoning,28,2
HC18121,22,6/27/2025,Typhoid,34,2
HC18122,1,9/14/2025,Typhoid,27,3
HC18123,4,10/23/2025,Typhoid,16,2
HC18124,2,5/19/2024,Food Poisoning,16,1
HC18125,22,10/30/2025,Food Poisoning,37,3
HC18126,2,2/12/2024,Food Poisoning,20,5
HC18127,23,6/25/2025,Typhoid,37,3
HC18128,24,7/2/2024,Diarrheal Disease,2,1
HC18129,11,8/9/2025,Food Poisoning,2,2
HC18130,25,12/10/2025,Diarrheal Disease,20,5
HC18131,8,9/22/2024,Food Poisoning,18,5
HC18132,13,8/22/2024,Diarrheal Disease,31,1
HC18133,9,4/6/2025,Food Poisoning,21,5
HC18134,13,11/22/2025,Food Poisoning,30,2
HC18135,21,12/30/2024,Typhoid,11,4
HC18136,8,3/12/2025,Diarrheal Disease,20,4
HC18137,11,8/16/2024,Food Poisoning,33,2
HC18138,14,4/17/2024,Typhoid,12,2
HC18139,10,12/11/2024,Food Poisoning,12,1
HC18140,13,5/5/2025,Food Poisoning,35,5
HC18141,13,9/12/2024,Food Poisoning,20,5
HC18142,2,9/29/2024,Diarrheal Disease,4,5
HC18143,4,5/18/2024,Diarrheal Disease,29,3
HC18144,22,8/10/2024,Food Poisoning,33,5
HC18145,24,8/26/2024,Typhoid,29,2
HC18146,19,3/15/2024,Food Poisoning,23,5
HC18147,23,7/4/2024,Typhoid,8,5
HC18148,16,6/28/2024,Food Poisoning,16,5
HC18149,7,11/28/2025,Food Poisoning,24,1
HC18150,5,2/24/2025,Diarrheal Disease,23,5
HC18151,23,10/3/2025,Typhoid,34,1
HC18152,22,2/22/2025,Typhoid,25,5
HC18153,16,4/27/2025,Diarrheal Disease,2,1
HC18154,7,6/6/2025,Diarrheal Disease,37,5
HC18155,14,4/5/2025,Food Poisoning,34,5
HC18156,19,8/2/2024,Typhoid,22,1
HC18157,6,9/25/2025,Diarrheal Disease,7,2
HC18158,24,3/10/2024,Diarrheal Disease,39,5
HC18159,22,5/30/2025,Typhoid,11,2
HC18160,17,11/25/2025,Diarrheal Disease,37,5
HC18161,21,3/5/2025,Food Poisoning,4,3
HC18162,14,11/6/2024,Food Poisoning,4,3
HC18163,2,12/24/2024,Typhoid,19,3
HC18164,18,5/19/2024,Typhoid,1,1
HC18165,21,10/13/2025,Diarrheal Disease,10,3
HC18166,14,4/5/2025,Diarrheal Disease,8,1
HC18167,15,2/26/2024,Typhoid,4,2
HC18168,19,8/17/2024,Typhoid,31,2
