SampleID,DistrictID,CategoryID,TestResult,AdulterantFound,DateTested
SMP014556,11,3,Fail,Formalin,2025-06-15
SMP014557,14,5,Fail,Synthetic Color,2025-06-15
SMP014558,16,6,Pass,None,2025-06-15
SMP014559,18,12,Pass,None,2025-06-15
SMP014560,2,15,Pass,None,2025-06-15
SMP014561,19,12,Fail,Urea,2025-06-15
SMP014562,2,11,Pass,None,2025-06-15
SMP014563,13,13,Pass,None,2025-06-15
SMP014564,23,12,Pass,None,2025-06-15
SMP014565,13,7,Pass,None,2025-06-15
SMP014566,5,5,Pass,None,2025-06-15
SMP014567,26,5,Fail,Urea,2025-06-15
SMP014568,24,11,Fail,Starch,2025-06-15
SMP014569,21,16,Fail,Starch,2025-06-15
SMP014570,11,10,Pass,None,2025-06-15
SMP014571,5,15,Fail,Urea,2025-06-15
SMP014572,25,1,Pass,None,2025-06-15
SMP014573,16,13,Pass,None,2025-06-15
SMP014574,23,14,Pass,None,2025-06-15
SMP014575,9,11,Fail,Detergent,2025-06-15
SMP014576,9,16,Pass,None,2025-06-16
SMP014577,26,10,Pass,None,2025-06-16
SMP014578,15,4,Pass,None,2025-06-16
SMP014579,4,4,Pass,None,2025-06-16
SMP014580,6,9,Pass,None,2025-06-16
SMP014581,14,15,Fail,Chalk Powder,2025-06-16
SMP014582,2,1,Pass,None,2025-06-16
SMP014583,13,10,Pass,None,2025-06-16
SMP014584,12,13,Fail,Starch,2025-06-16
SMP014585,22,2,Pass,None,2025-06-16
SMP014586,9,2,Pass,None,2025-06-16
SMP014587,26,6,Pass,None,2025-06-16
SMP014588,5,4,Pass,None,2025-06-16
SMP014589,17,3,Pass,None,2025-06-16
SMP014590,3,3,Fail,Chalk Powder,2025-06-16
SMP014591,20,2,Pass,None,2025-06-16
SMP014592,26,10,Pass,None,2025-06-16
SMP014593,22,11,Pass,None,2025-06-16
SMP014594,16,12,Fail,Formalin,2025-06-16
SMP014595,14,9,Pass,None,2025-06-16
SMP014596,23,16,Pass,None,2025-06-16
SMP014597,25,15,Pass,None,2025-06-16
SMP014598,26,16,Pass,None,2025-06-16
SMP014599,10,6,Fail,Detergent,2025-06-16
SMP014600,26,15,Pass,None,2025-06-16
SMP014601,5,13,Fail,Formalin,2025-06-16
SMP014602,7,5,Pass,None,2025-06-16
SMP014603,3,2,Pass,None,2025-06-16
SMP014604,7,11,Pass,None,2025-06-17
SMP014605,21,2,Fail,Formalin,2025-06-17
SMP014606,23,5,Pass,None,2025-06-17
SMP014607,22,8,Pass,None,2025-06-17
SMP014608,17,11,Pass,None,2025-06-17
SMP014609,15,15,Pass,None,2025-06-17
SMP014610,19,10,Fail,Chalk Powder,2025-06-17
SMP014611,10,11,Pass,None,2025-06-17
SMP014612,23,5,Pass,None,2025-06-17
SMP014613,19,11,Pass,None,2025-06-17
SMP014614,19,7,Pass,None,2025-06-17
SMP014615,16,14,Pass,None,2025-06-17
SMP014616,23,6,Pass,None,2025-06-17
SMP014617,7,7,Fail,Urea,2025-06-17
SMP014618,10,6,Fail,Detergent,2025-06-17
SMP014619,21,13,Pass,None,2025-06-17
SMP014620,14,16,Pass,None,2025-06-17
SMP014621,24,5,Fail,Starch,2025-06-17
SMP014622,9,7,Pass,None,2025-06-17
SMP014623,9,12,Fail,Urea,2025-06-17
SMP014624,24,15,Pass,None,2025-06-17
SMP014625,13,8,Pass,None,2025-06-17
SMP014626,15,2,Pass,None,2025-06-17
SMP014627,9,6,Pass,None,2025-06-17
SMP014628,7,9,Pass,None,2025-06-17
SMP014629,18,6,Pass,None,2025-06-17
SMP014630,4,3,Fail,Synthetic Color,2025-06-17
SMP014631,23,1,Pass,None,2025-06-18
SMP014632,22,11,Pass,None,2025-06-18
SMP014633,5,16,Pass,None,2025-06-18
SMP014634,19,15,Pass,None,2025-06-18
SMP014635,17,11,Pass,None,2025-06-18
SMP014636,5,14,Pass,None,2025-06-18
SMP014637,7,4,Fail,Starch,2025-06-18
SMP014638,11,10,Pass,None,2025-06-18
SMP014639,19,1,Pass,None,2025-06-18
SMP014640,18,12,Pass,None,2025-06-18
SMP014641,16,16,Pass,None,2025-06-18
SMP014642,21,14,Pass,None,2025-06-18
SMP014643,21,9,Fail,Synthetic Color,2025-06-18
SMP014644,17,13,Pass,None,2025-06-18
SMP014645,22,16,Pass,None,2025-06-18
SMP014646,9,4,Pass,None,2025-06-18
SMP014647,23,13,Pass,None,2025-06-18
SMP014648,17,4,Pass,None,2025-06-18
SMP014649,22,15,Pass,None,2025-06-18
SMP014650,16,2,Fail,Urea,2025-06-18
SMP014651,6,3,Pass,None,2025-06-18
SMP014652,16,12,Pass,None,2025-06-18
SMP014653,9,3,Pass,None,2025-06-18
SMP014654,19,3,Fail,Formalin,2025-06-18
SMP014655,14,9,Pass,None,2025-06-18
SMP014656,23,14,Pass,None,2025-06-18
SMP014657,19,4,Fail,Formalin,2025-06-18
SMP014658,19,14,Pass,None,2025-06-19
SMP014659,6,13,Pass,None,2025-06-19
SMP014660,26,9,Fail,Detergent,2025-06-19
SMP014661,23,11,Pass,None,2025-06-19
SMP014662,22,1,Pass,None,2025-06-19
SMP014663,9,6,Pass,None,2025-06-19
SMP014664,16,4,Fail,Starch,2025-06-19
SMP014665,4,3,Fail,Synthetic Color,2025-06-19
SMP014666,16,6,Fail,Synthetic Color,2025-06-19
SMP014667,5,5,Fail,Detergent,2025-06-19
SMP014668,16,12,Pass,None,2025-06-19
SMP014669,18,10,Pass,None,2025-06-19
SMP014670,10,15,Fail,Chalk Powder,2025-06-19
SMP014671,14,3,Fail,Chalk Powder,2025-06-19
SMP014672,23,1,Pass,None,2025-06-19
SMP014673,3,9,Pass,None,2025-06-19
SMP014674,22,1,Pass,None,2025-06-19
SMP014675,5,13,Pass,None,2025-06-19
SMP014676,2,8,Fail,Starch,2025-06-19
SMP014677,5,8,Pass,None,2025-06-19
SMP014678,21,6,Fail,Formalin,2025-06-19
SMP014679,11,6,Pass,None,2025-06-19
SMP014680,23,6,Fail,Chalk Powder,2025-06-19
SMP014681,15,1,Pass,None,2025-06-19
SMP014682,1,2,Pass,None,2025-06-19
SMP014683,19,8,Pass,None,2025-06-19
SMP014684,3,3,Pass,None,2025-06-19
SMP014685,22,13,Pass,None,2025-06-19
SMP014686,5,4,Fail,Urea,2025-06-20
SMP014687,9,2,Pass,None,2025-06-20
SMP014688,21,4,Pass,None,2025-06-20
SMP014689,25,5,Fail,Detergent,2025-06-20
SMP014690,9,1,Pass,None,2025-06-20
SMP014691,23,2,Fail,Urea,2025-06-20
SMP014692,5,5,Pass,None,2025-06-20
SMP014693,22,5,Pass,None,2025-06-20
SMP014694,18,13,Pass,None,2025-06-20
SMP014695,5,14,Pass,None,2025-06-20
SMP014696,8,3,Fail,Urea,2025-06-20
SMP014697,4,2,Fail,Detergent,2025-06-20
SMP014698,10,11,Pass,None,2025-06-20
SMP014699,5,13,Fail,Synthetic Color,2025-06-20
SMP014700,18,16,Pass,None,2025-06-20
SMP014701,26,1,Pass,None,2025-06-20
SMP014702,1,6,Fail,Starch,2025-06-20
SMP014703,16,12,Fail,Synthetic Color,2025-06-20
SMP014704,17,14,Fail,Formalin,2025-06-20
SMP014705,24,1,Fail,Starch,2025-06-20
SMP014706,15,11,Fail,Detergent,2025-06-20
SMP014707,16,5,Fail,Detergent,2025-06-20
SMP014708,13,1,Pass,None,2025-06-20
SMP014709,7,8,Pass,None,2025-06-20
SMP014710,2,3,Fail,Detergent,2025-06-20
SMP014711,11,12,Pass,None,2025-06-20
SMP014712,2,12,Fail,Urea,2025-06-20
SMP014713,16,14,Pass,None,2025-06-21
SMP014714,8,6,Pass,None,2025-06-21
SMP014715,16,1,Pass,None,2025-06-21
SMP014716,4,4,Fail,Detergent,2025-06-21
SMP014717,24,7,Pass,None,2025-06-21
SMP014718,24,11,Pass,None,2025-06-21
SMP014719,5,6,Pass,None,2025-06-21
SMP014720,9,9,Pass,None,2025-06-21
SMP014721,17,8,Pass,None,2025-06-21
SMP014722,3,3,Pass,None,2025-06-21
SMP014723,9,10,Pass,None,2025-06-21
SMP014724,7,7,Fail,Formalin,2025-06-21
SMP014725,24,13,Pass,None,2025-06-21
SMP014726,23,11,Pass,None,2025-06-21
SMP014727,17,2,Pass,None,2025-06-21
SMP014728,15,8,Fail,Formalin,2025-06-21
SMP014729,24,12,Pass,None,2025-06-21
SMP014730,24,2,Pass,None,2025-06-21
SMP014731,25,13,Pass,None,2025-06-21
SMP014732,4,4,Pass,None,2025-06-21
SMP014733,5,8,Pass,None,2025-06-21
SMP014734,19,16,Pass,None,2025-06-21
SMP014735,16,9,Fail,Detergent,2025-06-21
SMP014736,1,6,Pass,None,2025-06-21
SMP014737,2,1,Fail,Starch,2025-06-21
SMP014738,24,2,Pass,None,2025-06-21
SMP014739,23,9,Pass,None,2025-06-21
SMP014740,9,8,Pass,None,2025-06-22
SMP014741,24,6,Pass,None,2025-06-22
SMP014742,17,15,Fail,Formalin,2025-06-22
SMP014743,22,5,Pass,None,2025-06-22
SMP014744,12,9,Pass,None,2025-06-22
SMP014745,4,9,Pass,None,2025-06-22
SMP014746,12,9,Pass,None,2025-06-22
SMP014747,13,7,Pass,None,2025-06-22
SMP014748,16,5,Fail,Starch,2025-06-22
SMP014749,3,15,Fail,Starch,2025-06-22
SMP014750,26,7,Fail,Starch,2025-06-22
SMP014751,7,9,Pass,None,2025-06-22
SMP014752,5,11,Pass,None,2025-06-22
SMP014753,15,1,Pass,None,2025-06-22
SMP014754,16,13,Pass,None,2025-06-22
SMP014755,12,8,Pass,None,2025-06-22
SMP014756,21,11,Fail,Detergent,2025-06-22
SMP014757,15,13,Pass,None,2025-06-22
SMP014758,17,15,Fail,Chalk Powder,2025-06-22
SMP014759,19,6,Fail,Urea,2025-06-22
SMP014760,1,13,Pass,None,2025-06-22
SMP014761,16,4,Pass,None,2025-06-22
SMP014762,23,11,Pass,None,2025-06-22
SMP014763,1,2,Pass,None,2025-06-22
SMP014764,11,1,Pass,None,2025-06-22
SMP014765,24,2,Fail,Detergent,2025-06-22
SMP014766,9,5,Pass,None,2025-06-22
SMP014767,13,1,Pass,None,2025-06-22
SMP014768,26,11,Pass,None,2025-06-23
SMP014769,5,5,Fail,Formalin,2025-06-23
SMP014770,2,12,Fail,Formalin,2025-06-23
SMP014771,23,1,Pass,None,2025-06-23
SMP014772,23,4,Pass,None,2025-06-23
SMP014773,13,6,Pass,None,2025-06-23
SMP014774,15,6,Pass,None,2025-06-23
SMP014775,23,2,Pass,None,2025-06-23
SMP014776,20,16,Pass,None,2025-06-23
SMP014777,7,5,Pass,None,2025-06-23
SMP014778,1,12,Pass,None,2025-06-23
SMP014779,14,4,Pass,None,2025-06-23
SMP014780,23,15,Fail,Formalin,2025-06-23
SMP014781,24,6,Fail,Formalin,2025-06-23
SMP014782,25,15,Pass,None,2025-06-23
SMP014783,23,5,Fail,Chalk Powder,2025-06-23
SMP014784,17,1,Fail,Urea,2025-06-23
SMP014785,13,8,Pass,None,2025-06-23
SMP014786,21,8,Pass,None,2025-06-23
SMP014787,21,2,Fail,Chalk Powder,2025-06-23
SMP014788,16,4,Pass,None,2025-06-23
SMP014789,3,13,Pass,None,2025-06-23
SMP014790,24,1,Pass,None,2025-06-23
SMP014791,13,8,Pass,None,2025-06-23
SMP014792,9,9,Pass,None,2025-06-23
SMP014793,17,11,Pass,None,2025-06-23
SMP014794,19,1,Fail,Starch,2025-06-23
SMP014795,6,10,Fail,Detergent,2025-06-24
SMP014796,23,1,Fail,Formalin,2025-06-24
SMP014797,8,4,Pass,None,2025-06-24
SMP014798,5,8,Pass,None,2025-06-24
SMP014799,11,15,Pass,None,2025-06-24
SMP014800,20,2,Fail,Starch,2025-06-24
SMP014801,25,3,Fail,Detergent,2025-06-24
SMP014802,22,11,Fail,Urea,2025-06-24
SMP014803,25,6,Pass,None,2025-06-24
SMP014804,4,10,Pass,None,2025-06-24
SMP014805,2,16,Pass,None,2025-06-24
SMP014806,16,16,Pass,None,2025-06-24
SMP014807,8,5,Pass,None,2025-06-24
SMP014808,23,8,Pass,None,2025-06-24
SMP014809,19,15,Fail,Synthetic Color,2025-06-24
SMP014810,25,2,Pass,None,2025-06-24
SMP014811,7,7,Pass,None,2025-06-24
SMP014812,14,6,Pass,None,2025-06-24
SMP014813,14,5,Pass,None,2025-06-24
SMP014814,6,16,Pass,None,2025-06-24
SMP014815,17,12,Pass,None,2025-06-24
SMP014816,13,6,Pass,None,2025-06-24
SMP014817,13,14,Fail,Urea,2025-06-24
SMP014818,9,8,Pass,None,2025-06-24
SMP014819,1,15,Fail,Synthetic Color,2025-06-24
SMP014820,15,4,Pass,None,2025-06-24
SMP014821,9,4,Fail,Formalin,2025-06-24
SMP014822,1,4,Fail,Starch,2025-06-24
SMP014823,8,9,Pass,None,2025-06-25
SMP014824,7,5,Pass,None,2025-06-25
SMP014825,10,3,Pass,None,2025-06-25
SMP014826,4,16,Fail,Chalk Powder,2025-06-25
SMP014827,15,15,Pass,None,2025-06-25
SMP014828,19,11,Fail,Starch,2025-06-25
SMP014829,17,15,Pass,None,2025-06-25
SMP014830,22,16,Fail,Detergent,2025-06-25
SMP014831,13,11,Pass,None,2025-06-25
SMP014832,15,8,Fail,Synthetic Color,2025-06-25
SMP014833,22,15,Fail,Synthetic Color,2025-06-25
SMP014834,12,9,Pass,None,2025-06-25
SMP014835,19,2,Pass,None,2025-06-25
SMP014836,12,6,Fail,Detergent,2025-06-25
SMP014837,12,7,Pass,None,2025-06-25
SMP014838,21,16,Pass,None,2025-06-25
SMP014839,5,11,Pass,None,2025-06-25
SMP014840,9,15,Pass,None,2025-06-25
SMP014841,6,12,Pass,None,2025-06-25
SMP014842,9,5,Fail,Starch,2025-06-25
SMP014843,6,12,Fail,Chalk Powder,2025-06-25
SMP014844,17,3,Pass,None,2025-06-25
SMP014845,22,6,Pass,None,2025-06-25
SMP014846,22,13,Pass,None,2025-06-25
SMP014847,9,10,Pass,None,2025-06-25
SMP014848,26,14,Fail,Starch,2025-06-25
SMP014849,17,4,Pass,None,2025-06-25
SMP014850,10,12,Pass,None,2025-06-26
SMP014851,23,4,Pass,None,2025-06-26
SMP014852,20,9,Pass,None,2025-06-26
SMP014853,21,6,Pass,None,2025-06-26
SMP014854,5,9,Pass,None,2025-06-26
SMP014855,13,2,Pass,None,2025-06-26
SMP014856,23,6,Fail,Detergent,2025-06-26
SMP014857,14,11,Pass,None,2025-06-26
SMP014858,19,9,Pass,None,2025-06-26
SMP014859,17,9,Fail,Chalk Powder,2025-06-26
SMP014860,23,8,Pass,None,2025-06-26
SMP014861,8,16,Pass,None,2025-06-26
SMP014862,17,16,Pass,None,2025-06-26
SMP014863,4,6,Pass,None,2025-06-26
SMP014864,19,5,Pass,None,2025-06-26
SMP014865,20,9,Pass,None,2025-06-26
SMP014866,2,2,Fail,Chalk Powder,2025-06-26
SMP014867,19,5,Fail,Synthetic Color,2025-06-26
SMP014868,12,4,Fail,Chalk Powder,2025-06-26
SMP014869,4,4,Fail,Formalin,2025-06-26
SMP014870,12,11,Pass,None,2025-06-26
SMP014871,5,6,Pass,None,2025-06-26
SMP014872,12,3,Fail,Detergent,2025-06-26
SMP014873,10,15,Pass,None,2025-06-26
SMP014874,20,15,Pass,None,2025-06-26
SMP014875,21,14,Fail,Starch,2025-06-26
SMP014876,17,6,Fail,Formalin,2025-06-26
SMP014877,1,1,Pass,None,2025-06-27
SMP014878,24,2,Pass,None,2025-06-27
SMP014879,19,4,Fail,Formalin,2025-06-27
SMP014880,1,4,Fail,Synthetic Color,2025-06-27
SMP014881,22,15,Pass,None,2025-06-27
SMP014882,5,16,Fail,Chalk Powder,2025-06-27
SMP014883,17,14,Pass,None,2025-06-27
SMP014884,13,12,Fail,Detergent,2025-06-27
SMP014885,12,10,Pass,None,2025-06-27
SMP014886,24,13,Pass,None,2025-06-27
SMP014887,12,16,Pass,None,2025-06-27
SMP014888,2,10,Pass,None,2025-06-27
SMP014889,25,3,Fail,Formalin,2025-06-27
SMP014890,24,3,Pass,None,2025-06-27
SMP014891,19,10,Pass,None,2025-06-27
SMP014892,13,5,Pass,None,2025-06-27
SMP014893,3,15,Pass,None,2025-06-27
SMP014894,22,10,Pass,None,2025-06-27
SMP014895,2,11,Fail,Urea,2025-06-27
SMP014896,2,1,Pass,None,2025-06-27
SMP014897,16,8,Pass,None,2025-06-27
SMP014898,5,6,Fail,Formalin,2025-06-27
SMP014899,1,12,Pass,None,2025-06-27
SMP014900,12,6,Fail,Formalin,2025-06-27
SMP014901,4,16,Pass,None,2025-06-27
SMP014902,5,11,Pass,None,2025-06-27
SMP014903,2,11,Pass,None,2025-06-27
SMP014904,5,15,Pass,None,2025-06-27
SMP014905,19,16,Pass,None,2025-06-28
SMP014906,22,3,Pass,None,2025-06-28
SMP014907,13,13,Pass,None,2025-06-28
SMP014908,15,3,Pass,None,2025-06-28
SMP014909,1,7,Pass,None,2025-06-28
SMP014910,2,2,Fail,Formalin,2025-06-28
SMP014911,7,10,Fail,Detergent,2025-06-28
SMP014912,16,7,Pass,None,2025-06-28
SMP014913,21,10,Pass,None,2025-06-28
SMP014914,17,11,Fail,Synthetic Color,2025-06-28
SMP014915,10,10,Pass,None,2025-06-28
SMP014916,4,5,Pass,None,2025-06-28
SMP014917,22,14,Pass,None,2025-06-28
SMP014918,9,9,Fail,Synthetic Color,2025-06-28
SMP014919,20,8,Pass,None,2025-06-28
SMP014920,15,16,Pass,None,2025-06-28
SMP014921,21,5,Pass,None,2025-06-28
SMP014922,24,9,Pass,None,2025-06-28
SMP014923,24,11,Pass,None,2025-06-28
SMP014924,16,2,Pass,None,2025-06-28
SMP014925,15,5,Pass,None,2025-06-28
SMP014926,7,13,Pass,None,2025-06-28
SMP014927,25,4,Fail,Urea,2025-06-28
SMP014928,13,8,Fail,Chalk Powder,2025-06-28
SMP014929,4,11,Pass,None,2025-06-28
SMP014930,12,11,Pass,None,2025-06-28
SMP014931,4,12,Fail,Urea,2025-06-28
SMP014932,14,15,Fail,Formalin,2025-06-29
SMP014933,16,6,Pass,None,2025-06-29
SMP014934,9,12,Pass,None,2025-06-29
SMP014935,2,12,Pass,None,2025-06-29
SMP014936,25,5,Pass,None,2025-06-29
SMP014937,21,16,Pass,None,2025-06-29
SMP014938,23,15,Pass,None,2025-06-29
SMP014939,9,5,Fail,Formalin,2025-06-29
SMP014940,21,11,Pass,None,2025-06-29
SMP014941,14,12,Fail,Formalin,2025-06-29
SMP014942,5,6,Fail,Urea,2025-06-29
SMP014943,4,15,Fail,Synthetic Color,2025-06-29
SMP014944,9,11,Pass,None,2025-06-29
SMP014945,4,11,Pass,None,2025-06-29
SMP014946,26,4,Fail,Urea,2025-06-29
SMP014947,2,6,Pass,None,2025-06-29
SMP014948,12,6,Pass,None,2025-06-29
SMP014949,13,12,Pass,None,2025-06-29
SMP014950,8,10,Pass,None,2025-06-29
SMP014951,16,2,Fail,Chalk Powder,2025-06-29
SMP014952,5,5,Fail,Synthetic Color,2025-06-29
SMP014953,22,7,Pass,None,2025-06-29
SMP014954,9,12,Pass,None,2025-06-29
SMP014955,17,12,Fail,Urea,2025-06-29
SMP014956,19,8,Fail,Synthetic Color,2025-06-29
SMP014957,24,2,Pass,None,2025-06-29
SMP014958,23,5,Fail,Urea,2025-06-29
SMP014959,17,4,Pass,None,2025-06-29
SMP014960,10,13,Pass,None,2025-06-30
SMP014961,14,3,Pass,None,2025-06-30
SMP014962,21,7,Pass,None,2025-06-30
SMP014963,23,11,Pass,None,2025-06-30
SMP014964,3,16,Pass,None,2025-06-30
SMP014965,10,16,Pass,None,2025-06-30
SMP014966,21,16,Pass,None,2025-06-30
SMP014967,12,12,Pass,None,2025-06-30
SMP014968,9,12,Pass,None,2025-06-30
SMP014969,11,13,Fail,Synthetic Color,2025-06-30
SMP014970,17,14,Fail,Detergent,2025-06-30
SMP014971,26,16,Pass,None,2025-06-30
SMP014972,14,7,Pass,None,2025-06-30
SMP014973,5,6,Pass,None,2025-06-30
SMP014974,5,7,Pass,None,2025-06-30
SMP014975,2,11,Pass,None,2025-06-30
SMP014976,16,13,Pass,None,2025-06-30
SMP014977,16,15,Pass,None,2025-06-30
SMP014978,5,7,Pass,None,2025-06-30
SMP014979,19,6,Pass,None,2025-06-30
SMP014980,21,16,Pass,None,2025-06-30
SMP014981,7,4,Pass,None,2025-06-30
SMP014982,9,4,Pass,None,2025-06-30
SMP014983,26,12,Pass,None,2025-06-30
SMP014984,9,3,Pass,None,2025-06-30
SMP014985,21,6,Pass,None,2025-06-30
SMP014986,13,5,Pass,None,2025-06-30
SMP014987,22,3,Pass,None,2025-07-01
SMP014988,21,10,Pass,None,2025-07-01
SMP014989,19,6,Fail,Detergent,2025-07-01
SMP014990,23,7,Fail,Starch,2025-07-01
SMP014991,25,3,Pass,None,2025-07-01
SMP014992,17,13,Pass,None,2025-07-01
SMP014993,6,5,Fail,Chalk Powder,2025-07-01
SMP014994,10,5,Pass,None,2025-07-01
SMP014995,21,4,Fail,Synthetic Color,2025-07-01
SMP014996,18,6,Pass,None,2025-07-01
SMP014997,5,7,Pass,None,2025-07-01
SMP014998,2,9,Pass,None,2025-07-01
SMP014999,19,16,Fail,Synthetic Color,2025-07-01
SMP015000,7,15,Pass,None,2025-07-01
SMP015001,14,10,Pass,None,2025-07-01
SMP015002,21,1,Pass,None,2025-07-01
SMP015003,16,10,Pass,None,2025-07-01
SMP015004,3,2,Pass,None,2025-07-01
SMP015005,5,12,Fail,Chalk Powder,2025-07-01
SMP015006,6,6,Fail,Chalk Powder,2025-07-01
SMP015007,7,14,Pass,None,2025-07-01
SMP015008,16,16,Fail,Synthetic Color,2025-07-01
SMP015009,14,6,Fail,Starch,2025-07-01
SMP015010,5,7,Pass,None,2025-07-01
SMP015011,2,10,Pass,None,2025-07-01
SMP015012,5,3,Pass,None,2025-07-01
SMP015013,26,15,Fail,Urea,2025-07-01
SMP015014,13,6,Pass,None,2025-07-02
SMP015015,23,3,Pass,None,2025-07-02
SMP015016,23,13,Pass,None,2025-07-02
SMP015017,15,4,Fail,Chalk Powder,2025-07-02
SMP015018,19,3,Pass,None,2025-07-02
SMP015019,5,9,Pass,None,2025-07-02
SMP015020,19,11,Pass,None,2025-07-02
SMP015021,7,9,Fail,Detergent,2025-07-02
SMP015022,23,11,Pass,None,2025-07-02
SMP015023,3,2,Pass,None,2025-07-02
SMP015024,21,7,Fail,Starch,2025-07-02
SMP015025,3,5,Pass,None,2025-07-02
SMP015026,23,16,Pass,None,2025-07-02
SMP015027,8,1,Pass,None,2025-07-02
SMP015028,18,5,Fail,Detergent,2025-07-02
SMP015029,14,16,Fail,Formalin,2025-07-02
SMP015030,9,16,Pass,None,2025-07-02
SMP015031,18,14,Fail,Starch,2025-07-02
SMP015032,25,2,Pass,None,2025-07-02
SMP015033,2,9,Pass,None,2025-07-02
SMP015034,24,6,Fail,Starch,2025-07-02
SMP015035,17,13,Pass,None,2025-07-02
SMP015036,22,1,Pass,None,2025-07-02
SMP015037,10,3,Pass,None,2025-07-02
SMP015038,13,8,Pass,None,2025-07-02
SMP015039,23,3,Pass,None,2025-07-02
SMP015040,12,11,Pass,None,2025-07-02
SMP015041,16,14,Pass,None,2025-07-02
SMP015042,1,12,Pass,None,2025-07-03
SMP015043,5,7,Pass,None,2025-07-03
SMP015044,18,15,Pass,None,2025-07-03
SMP015045,19,2,Pass,None,2025-07-03
SMP015046,17,4,Pass,None,2025-07-03
SMP015047,5,8,Fail,Detergent,2025-07-03
SMP015048,13,1,Pass,None,2025-07-03
SMP015049,9,2,Pass,None,2025-07-03
SMP015050,14,6,Pass,None,2025-07-03
SMP015051,23,16,Pass,None,2025-07-03
SMP015052,21,15,Pass,None,2025-07-03
SMP015053,3,7,Fail,Synthetic Color,2025-07-03
SMP015054,24,2,Pass,None,2025-07-03
SMP015055,13,3,Pass,None,2025-07-03
SMP015056,21,6,Pass,None,2025-07-03
SMP015057,4,4,Fail,Formalin,2025-07-03
SMP015058,19,2,Pass,None,2025-07-03
SMP015059,6,11,Pass,None,2025-07-03
SMP015060,12,10,Pass,None,2025-07-03
SMP015061,1,5,Pass,None,2025-07-03
SMP015062,5,13,Pass,None,2025-07-03
SMP015063,3,13,Pass,None,2025-07-03
SMP015064,7,8,Pass,None,2025-07-03
SMP015065,3,2,Pass,None,2025-07-03
SMP015066,19,15,Pass,None,2025-07-03
SMP015067,1,11,Pass,None,2025-07-03
SMP015068,17,4,Pass,None,2025-07-03
SMP015069,4,10,Fail,Detergent,2025-07-04
SMP015070,25,6,Pass,None,2025-07-04
SMP015071,24,11,Pass,None,2025-07-04
SMP015072,6,7,Pass,None,2025-07-04
SMP015073,17,8,Pass,None,2025-07-04
SMP015074,1,12,Pass,None,2025-07-04
SMP015075,24,10,Pass,None,2025-07-04
SMP015076,15,2,Pass,None,2025-07-04
SMP015077,2,1,Pass,None,2025-07-04
SMP015078,9,5,Pass,None,2025-07-04
SMP015079,2,6,Fail,Starch,2025-07-04
SMP015080,10,4,Pass,None,2025-07-04
SMP015081,19,11,Pass,None,2025-07-04
SMP015082,13,3,Fail,Synthetic Color,2025-07-04
SMP015083,10,12,Pass,None,2025-07-04
SMP015084,4,13,Pass,None,2025-07-04
SMP015085,7,2,Fail,Formalin,2025-07-04
SMP015086,3,11,Pass,None,2025-07-04
SMP015087,22,16,Pass,None,2025-07-04
SMP015088,4,3,Pass,None,2025-07-04
SMP015089,17,15,Fail,Synthetic Color,2025-07-04
SMP015090,9,10,Pass,None,2025-07-04
SMP015091,6,10,Fail,Detergent,2025-07-04
SMP015092,18,1,Fail,Synthetic Color,2025-07-04
SMP015093,13,12,Pass,None,2025-07-04
SMP015094,10,7,Pass,None,2025-07-04
SMP015095,17,12,Fail,Starch,2025-07-04
SMP015096,14,13,Fail,Starch,2025-07-04
SMP015097,8,8,Fail,Urea,2025-07-05
SMP015098,16,4,Pass,None,2025-07-05
SMP015099,19,2,Fail,Formalin,2025-07-05
SMP015100,1,3,Pass,None,2025-07-05
SMP015101,13,15,Pass,None,2025-07-05
SMP015102,2,2,Fail,Detergent,2025-07-05
SMP015103,5,6,Pass,None,2025-07-05
SMP015104,16,5,Pass,None,2025-07-05
SMP015105,23,15,Fail,Synthetic Color,2025-07-05
SMP015106,23,7,Pass,None,2025-07-05
SMP015107,2,16,Pass,None,2025-07-05
SMP015108,12,12,Pass,None,2025-07-05
SMP015109,17,14,Pass,None,2025-07-05
SMP015110,5,2,Pass,None,2025-07-05
SMP015111,21,4,Fail,Chalk Powder,2025-07-05
SMP015112,21,2,Pass,None,2025-07-05
SMP015113,24,7,Pass,None,2025-07-05
SMP015114,1,12,Fail,Starch,2025-07-05
SMP015115,6,3,Pass,None,2025-07-05
SMP015116,23,2,Pass,None,2025-07-05
SMP015117,19,10,Fail,Urea,2025-07-05
SMP015118,24,4,Pass,None,2025-07-05
SMP015119,2,8,Fail,Detergent,2025-07-05
SMP015120,17,1,Pass,None,2025-07-05
SMP015121,16,11,Pass,None,2025-07-05
SMP015122,1,9,Pass,None,2025-07-05
SMP015123,15,11,Pass,None,2025-07-05
SMP015124,17,4,Pass,None,2025-07-06
SMP015125,5,4,Pass,None,2025-07-06
SMP015126,7,13,Pass,None,2025-07-06
SMP015127,18,12,Pass,None,2025-07-06
SMP015128,13,10,Pass,None,2025-07-06
SMP015129,23,10,Pass,None,2025-07-06
SMP015130,9,2,Pass,None,2025-07-06
SMP015131,7,14,Fail,Starch,2025-07-06
SMP015132,26,13,Fail,Detergent,2025-07-06
SMP015133,24,10,Pass,None,2025-07-06
SMP015134,1,15,Pass,None,2025-07-06
SMP015135,21,3,Pass,None,2025-07-06
SMP015136,3,11,Pass,None,2025-07-06
